input,output,hint,weight,color
kháiⁿ,kháiⁿ,,0,
khám,khám,,713,
khám,坎,,903,
khám,坎,2+35,967,
khám chām,khám-chām,,727,
khám chām,坎斬,,635,
khám chām,坎鏨,,636,
khám á,khám-á,,700,
khám á,坎仔,,805,
khán,khán,,0,
khán,肯,,282,
kháng,kháng,,0,
kháng,孔,,288,
kháu,kháu,,700,
kháu,口,,855,
kháu,巧,,481,
kháu chō,kháu-chō,,713,
kháu chō,口座,,822,
kháu gí,kháu-gí,,700,
kháu gí,口語,,809,
kháu gú,kháu-gú,,700,
kháu gú,口語,,809,
kháu keng,kháu-keng,,700,
kháu keng,口供,,809,
kháuⁿ,kháuⁿ,,0,
kháⁿ,kháⁿ,,0,
khâ,khâ,,0,
khâ,騎,,275,
khâi,khâi,,0,
khâiⁿ,khâiⁿ,,0,
khâm,khâm,,0,
khâm,坎,2+35,967,
khâm khia̍t,khâm-khia̍t,,700,
khâm khia̍t,坎硈,,609,
khâm khâm khia̍t khia̍t,khâm-khâm khia̍t-khia̍t,,713,
khâm khâm khia̍t khia̍t,坎坎硈硈,,622,
khân,khân,,0,
khâng,khâng,,0,
khâu,khâu,,0,
khâuⁿ,khâuⁿ,,0,
khâⁿ,khâⁿ,,0,
khæ,khæ,,0,
khæh,khæh,,0,
khæ̀,khæ̀,,0,
khæ̂,khæ̂,,0,
khæ̆,khæ̆,,0,
khæ̍h,khæ̍h,,0,
khè,khè,,0,
khè,架,,281,
khè,課,,283,
khè hiaⁿ,khè-hiaⁿ,,700,
khè hiaⁿ,契兄,,809,
khè thêng chhia,kè-thêng-chhia,,700,
khè thêng chhia,計程車,,809,
khèng,khèng,,0,
khèng,亘,,75,
khèng,亙,,66,
khèng,慶,,493,
khèng,罄,,68,
khèng chiok,khèng-chiok,,713,
khèng chiok,慶祝,,822,
khèⁿ,khèⁿ,,0,
khé,khé,,0,
khé,啓,,487,
khéng,khéng,,713,
khéng,肯,,833,
khéng,頃,,476,
khéng tēng,khéng-tēng,,713,
khéng tēng,肯定,,813,
khéⁿ,khéⁿ,,0,
khê,khê,,713,
khê,科,,617,
khê chhiú,khê-chhiú,,700,
khê chhiú,科手,,609,
khê sìⁿ,稽扇,,809,
khê sìⁿ,葵扇,,809,
khê sìⁿ,魁扇,,809,
khêng,khêng,,700,
khêng,琼,,633,
khêng,瓊,,633,
khêng chin,khêng chin,,700,
khêng chin,khêng-chin,,700,
khêng chin,琼眞,,608,
khêng chin,琼真,,608,
khêng chin,瓊眞,,609,
khêng chin,瓊真,,609,
khêng si̍t,khêng-si̍t,,700,
khêⁿ,khêⁿ,,0,
khì,khì,,751,
khì,亟,,94,
khì,企,,504,
khì,去,,931,
khì,器,,498,
khì,弃,,82,
khì,棄,,488,
khì,氣,,863,
khì bī,khì-bī,,713,
khì bī,氣味,,822,
khì chhia,khì-chhia,,713,
khì chhia,氣車,,822,
khì chhiāng,氣象,,809,
khì chit,khì-chit,,713,
khì chit,氣質,,822,
khì chúi,khì-chúi,,713,
khì chúi,氣水,,822,
khì hiâm,khì-hiâm,,713,
khì hiâm,棄嫌,,822,
khì ho͘,khì ho͘,,700,
khì ho͘,去乎,,809,
khì hun,khì-hun,,713,
khì hun,氣分,,822,
khì hāu,khì-hāu,,700,
khì hāu,氣候,,809,
khì hō͘,khì hō͘,,713,
khì hō͘,去乎,,822,
khì iû,khì-iû,,727,
khì iû,氣油,,836,
khì khū,khì-khū,,700,
khì khū,器具,,809,
khì kī,器具,,809,
khì kū,khì-kū,,700,
khì kū,器具,,809,
khì phek,khì-phek,,713,
khì phek,氣魄,,822,
khì phut phut,khì phut-phut,,713,
khì phut phut,氣咈咈,,622,
khì sak,khì-sak,,700,
khì sak,棄捒,,609,
khì siāng,khì-siāng,,709,
khì siāng,氣象,,818,
khì siōng,khì-siōng,,713,
khì siōng,氣象,,822,
khì sè,khì-sè,,713,
khì sè,氣勢,,822,
khì ài chhiò,khì ài chhiò,,700,
khì ài chhiò,起愛笑,,809,
khìm,khìm,,0,
khìn,khìn,,0,
khìⁿ,khìⁿ,,0,
khí,khí,,741,
khí,去,,96,
khí,杞,,81,
khí,豈,,486,
khí,起,,940,
khí,齒,,287,
khí bín,khí-bín,,713,
khí bín,齒抿,,621,
khí bín,齒敏,,622,
khí bín á,khí-bín-á,,700,
khí bín á,齒抿仔,,608,
khí bín á,齒敏仔,,609,
khí bô khang,khí bô khang,,713,
khí bô khang,起無空,,822,
khí chhiú,khí chhiú,,700,
khí chhiú,起手,,809,
khí chho͘,khí-chho͘,,700,
khí chho͘,起初,,809,
khí chhù,khí chhù,,713,
khí chhù,起厝,,822,
khí chō,khí-chō,,700,
khí chō,起造,,809,
khí goân,khí-goân,,700,
khí goân,起原,,809,
khí goân,起源,,808,
khí ke,khí ke,,713,
khí ke,起家,,822,
khí kha,khí kha,,713,
khí kha,起脚,,822,
khí khang,khí khang,,700,
khí khang,起空,,809,
khí khe,khí-khe,,700,
khí khe,齒科,,809,
khí kho,khí-kho,,713,
khí kho,齒科,,822,
khí khì,khí khì,,700,
khí khì,起去,,809,
khí lih,khí-lì,,709,
khí lih,起去,,818,
khí lâi,khí lâi,,737,
khí lâi,起來,,846,
khí lì,khí-lì,,709,
khí lì,起去,,818,
khí phùi bīn,khí phùi-bīn,,713,
khí phùi bīn,起唾面,,822,
khí pō͘,khí-pō͘,,713,
khí pō͘,起步,,822,
khí seng,khí-seng,,713,
khí seng,起先,,822,
khí siáu,khí siáu,,713,
khí siáu,起嬲,,622,
khí siáu,起小,,621,
khí thâu,khí-thâu,,713,
khí thâu,起頭,,822,
khí thêng,khí-thêng,,700,
khí thêng,起程,,801,
khí tiàⁿ,khí tiàⁿ,,700,
khí tiàⁿ,起椗,,808,
khí tiàⁿ,起錠,,809,
khí tiāⁿ,khí tiāⁿ,,700,
khí tiāⁿ,起椗,,808,
khí tiāⁿ,起錠,,809,
khí têng,khí-têng,,700,
khí têng,起程,,801,
khí tì,khí-tì,,713,
khí tì,起致,,822,
khím,khím,,0,
khín,khín,,0,
khín,淺,,290,
khín,肯,,282,
khíⁿ,khíⁿ,,0,
khî,khî,,0,
khî,騎,,475,
khî pê,枇杷,,809,
khî pê,琵琶,,809,
khî thāi,kî-thāi,,700,
khî tāi,kî-thāi,,700,
khîm,khîm,,700,
khîm,琴,,800,
khîn,khîn,,0,
khîn,勤,,492,
khîⁿ,khîⁿ,,0,
khò,khò,,731,
khò,誥,,488,
khò,課,,483,
khò,靠,,866,
khò hong,khò-hong,,700,
khò hong,誥封,,801,
khò sè,khò sè,,713,
khò sè,khò-sè,他動詞,709,
khò sè,靠勢,,822,
khò thêng,khò-thêng,,709,
khò thêng,課程,,818,
khò têng,khò-têng,,713,
khò têng,課程,,822,
khòa,khòa,,0,
khòa,掛,,496,
khòaⁿ,khòaⁿ,,750,
khòaⁿ,看,,949,
khòaⁿ bô,khòaⁿ bô,,727,
khòaⁿ bô,看無,,836,
khòaⁿ bāi,khòaⁿ bāi,,713,
khòaⁿ bāi,看覓,,622,
khòaⁿ bē khui,khòaⁿ bē khui,,700,
khòaⁿ bē khui,看袂開,,809,
khòaⁿ bōe khui,khòaⁿ bōe khui,,700,
khòaⁿ bōe khui,看袂開,,809,
khòaⁿ hiān hiān,khòaⁿ hiān-hiān,,713,
khòaⁿ hiān hiān,看現現,,822,
khòaⁿ hoat,khòaⁿ-hoat,,700,
khòaⁿ hoat,看法,,809,
khòaⁿ khin,khòaⁿ khin,,713,
khòaⁿ khin,看輕,,822,
khòaⁿ kháu,khòaⁿ-kháu,,700,
khòaⁿ kháu,看口,,809,
khòaⁿ kìⁿ,khòaⁿ kìⁿ,,738,
khòaⁿ kìⁿ,看見,,918,
khòaⁿ māi,khòaⁿ māi,,727,
khòaⁿ māi,看覓,,636,
khòaⁿ māi á,khòaⁿ-māi-á,,713,
khòaⁿ māi á,看覓仔,,822,
khòaⁿ oa̍h,khòaⁿ-oa̍h,,713,
khòaⁿ oa̍h,看活,,822,
khòaⁿ phòa,khòaⁿ phòa,,713,
khòaⁿ phòa,看破,,822,
khòaⁿ thāi,khòaⁿ-thāi,,700,
khòaⁿ thāi,看待,,809,
khòaⁿ tio̍h,khòaⁿ tio̍h,,727,
khòaⁿ tio̍h,看着,,836,
khòaⁿ ū,khòaⁿ ū,,727,
khòaⁿ ū,看有,,836,
khòe,khòe,,0,
khòe,架,,281,
khòe,課,,283,
khòe hiaⁿ,khòe-hiaⁿ,,700,
khòe hiaⁿ,契兄,,809,
khòeⁿ,khòeⁿ,,0,
khòm,khòm,,0,
khòng,khòng,,727,
khòng,〇,,877,
khòng,壙,,102,
khòng,擴,,275,
khòng,炕,,67,
khòng,焢,,837,
khòng,爌,,836,
khòng,礦,,498,
khòng,貢,,481,
khòng,鑛,,499,
khòng bah,khòng-bah,名詞,713,
khòng bah,焢肉,,822,
khòng bah,爌肉,,821,
khòng bu̍t,khòng-bu̍t,,700,
khòng bu̍t,礦物,,809,
khòng bu̍t,鑛物,,808,
khòng chè,khòng-chè,,713,
khòng chè,控制,,822,
khòng chôaⁿ chúi,khòng-chôaⁿ chúi,,713,
khòng chôaⁿ chúi,礦泉水,,822,
khòng chôaⁿ chúi,鑛泉水,,821,
khòng gī,khòng-gī,,713,
khòng gī,抗議,,822,
khòng tiang,khòng-tiang,,700,
khòng tiang,擴張,,805,
khòng tiong,khòng-tiong,,700,
khòng tiong,擴張,,805,
khòng tōa,khòng-tōa,,709,
khòng tōa,擴大,,809,
khò̤,khò̤,,0,
khò̤,課,,283,
khò̤e,khò̤e,,0,
khò͘,khò͘,,727,
khò͘,叩,,67,
khò͘,寇,,496,
khò͘,庫,,481,
khò͘,扣,,76,
khò͘,袴,,102,
khò͘,褲,,862,
khò͘,誥,,488,
khò͘,課,,483,
khò͘,釦,,67,
khò͘ⁿ,khò͘ⁿ,,0,
khó,khó,,700,
khó,可,,488,
khó,坷,,66,
khó,攷,,88,
khó,洘,,622,
khó,考,,623,
khó kàu,khó-kàu,,700,
khó kàu,考敎,,809,
khó kàu,考教,,800,
khó kó͘,khó-kó͘,,713,
khó kó͘,考古,,822,
khó kó͘ ha̍k,khó-kó͘-ha̍k,,713,
khó kó͘ ha̍k,考古學,,822,
khó liân,khó-liân,,727,
khó liân,可憐,,836,
khó liân tāi,khó-liân tāi,,700,
khó liân tāi,khó-liân-tāi,,713,
khó liân tāi,可憐事,,821,
khó liân tāi,可憐代,,822,
khó lêng,khó-lêng,,731,
khó lêng,可能,,840,
khó lîn,khó-lîn,,713,
khó lîn,可憐,,822,
khó lîn tāi,khó-lîn tāi,,709,
khó lîn tāi,khó-lîn-tāi,,709,
khó lîn tāi,可憐事,,817,
khó lîn tāi,可憐代,,818,
khó lī,khó-lī,,700,
khó lī,考慮,,809,
khó lū,khó-lū,,713,
khó lū,考慮,,822,
khó sioh,khó-sioh,,729,
khó sioh,可惜,,838,
khó thâu bê,khó-thâu-bê,,700,
khó thâu bê,洘頭糜,,608,
khó thâu bê,考頭糜,,609,
khó thâu moâi,khó-thâu-moâi,,700,
khó thâu moâi,洘頭糜,,608,
khó thâu moâi,考頭糜,,609,
khó thâu môe,khó-thâu-môe,,700,
khó thâu môe,洘頭糜,,608,
khó thâu môe,考頭糜,,609,
khóa,khóa,,0,
khóa,可,,288,
khóaⁿ,khóaⁿ,,0,
khóe,khóe,,0,
khóeⁿ,khóeⁿ,,0,
khóm,khóm,,0,
khóng,Khóng,,700,
khóng,khóng,,713,
khóng,孔,,815,
khóng,空,,646,
khóng sek,khóng-sek,,713,
khóng sek,孔色,,821,
khóng sek,空色,,822,
khó̤,khó̤,,0,
khó̤e,khó̤e,,0,
khó͘,Khó͘,,713,
khó͘,khó͘,,730,
khó͘,口,,497,
khó͘,可,,488,
khó͘,攷,,88,
khó͘,考,,497,
khó͘,苦,,925,
khó͘,苦,2+,987,
khó͘,許,,848,
khó͘ chheh,khó͘-chheh,,700,
khó͘ chheh,苦切,,809,
khó͘ chhoeh,khó͘-chhoeh,,700,
khó͘ chhoeh,苦切,,809,
khó͘ khǹg,khó͘-khǹg,,713,
khó͘ khǹg,苦勸,,822,
khó͘ liân,khó͘-liân,,700,
khó͘ liân,可憐,,809,
khó͘ liân tāi,khó͘-liân tāi,,700,
khó͘ liân tāi,khó͘-liân-tāi,,700,
khó͘ liân tāi,可憐事,,808,
khó͘ liân tāi,可憐代,,809,
khó͘ lîn,khó͘-lîn,,700,
khó͘ lîn,可憐,,809,
khó͘ lîn tāi,khó͘-lîn tāi,,700,
khó͘ lîn tāi,khó͘-lîn-tāi,,700,
khó͘ lîn tāi,可憐事,,808,
khó͘ lîn tāi,可憐代,,809,
khó͘ sim,khó͘-sim,,713,
khó͘ sim,苦心,,822,
khó͘ to̍k,khó͘-to̍k,,713,
khó͘ to̍k,苦毒,,822,
khó͘ⁿ,khó͘ⁿ,,0,
khô,khô,,0,
khôa,khôa,,0,
khôaⁿ,khôaⁿ,,0,
khôe,khôe,,700,
khôe,科,,617,
khôe,魁,,617,
khôe,魁,1+5,996,
khôe chhiú,khôe-chhiú,,700,
khôe chhiú,科手,,609,
khôe chhiú,魁手,,609,
khôe sìⁿ,稽扇,,809,
khôe sìⁿ,葵扇,,809,
khôe sìⁿ,魁扇,,809,
khôeⁿ,khôeⁿ,,0,
khôm,khôm,,0,
không,không,,0,
không á liâu,槓仔寮,,809,
khô̤,khô̤,,0,
khô̤,葵,,67,
khô̤e,khô̤e,,0,
khô͘,khô͘,,0,
khô͘ⁿ,khô͘ⁿ,,0,
khù,khù,,0,
khù,去,,484,
khùi,khùi,,727,
khùi,氣,,882,
khùi kháu,khùi-kháu,,713,
khùi kháu,氣口,,822,
khùi la̍t,khùi-la̍t,,727,
khùi la̍t,氣力,,836,
khùiⁿ,khùiⁿ,,0,
khùiⁿ,劝,,104,
khùiⁿ,勸,,310,
khùiⁿ,快活,(khoài),-1,
khùiⁿ oa̍h,khùiⁿ-oa̍h,,713,
khùiⁿ oa̍h,快活,,822,
khùn,khùn,,735,
khùn,困,,910,
khùn bē khì,khùn bē khì,,713,
khùn bē khì,困袂去,,822,
khùn bōe khì,khùn bōe khì,,709,
khùn bōe khì,困袂去,,818,
khùn khó͘,khùn-khó͘,,700,
khùn khó͘,困苦,,805,
khùn lân,khùn-lân,,713,
khùn lân,困難,,822,
khṳ̀,去,,484,
khú,khú,,0,
khú,去,,96,
khúi,khúi,,0,
khúi,傀,,69,
khúiⁿ,khúiⁿ,,0,
khún,khún,,0,
khún,懇,,492,
khún,窘,,92,
khún,菌,,479,
khû,khû,,727,
khû,區,1+45,975,
khû,蹲,,662,
khûi,khûi,,0,
khûiⁿ,khûiⁿ,,0,
khûn,khûn,,0,
khûn,勤,,492,
khṳ̂n,勤,,492,
khā,khā,,0,
khāi,khāi,,0,
khāiⁿ,khāiⁿ,,0,
khām,khām,,0,
khān,khān,,0,
khāng,khāng,,0,
khāu,khāu,,0,
khāuⁿ,khāuⁿ,,0,
khāⁿ,khāⁿ,,0,
khă,khă,,0,
khăi,khăi,,0,
khăiⁿ,khăiⁿ,,0,
khăm,khăm,,0,
khăm páng,khăm-páng,,713,
khăn,khăn,,0,
khăn páng,khăm-páng,,700,
khăng,khăng,,0,
khău,khău,,0,
khăuⁿ,khăuⁿ,,0,
khăⁿ,khăⁿ,,0,
khē,khē,,0,
khē,下,,330,
khēng,khēng,,713,
khēng,虹,,648,
khēⁿ,khēⁿ,,0,
khĕ,khĕ,,0,
khĕng,khĕng,,0,
khĕⁿ,khĕⁿ,,0,
khī,khī,,713,
khī,忌,,284,
khī,柿,,838,
khī khī chhoah,khī-khī chhoah,,700,
khī khī chhoah,柿柿攃,,609,
khī á,khī-á,,713,
khī á,柿仔,,838,
khīm,khīm,,0,
khīn,khīn,,0,
khīⁿ,khīⁿ,,0,
khĭ,khĭ,,0,
khĭm,khĭm,,0,
khĭn,khĭn,,0,
khĭⁿ,khĭⁿ,,0,
khńg,khńg,,0,
khō,khō,,0,
khōa,khōa,,0,
khōaⁿ,khōaⁿ,,0,
khōe,khōe,,0,
khōeⁿ,khōeⁿ,,0,
khōm,khōm,,0,
khōng,khōng,,700,
khōng,空,,615,
khōng kha khiàu,khōng-kha-khiàu,,713,
khōng kha khiàu,空脚竅,,622,
khōng kha khiàu,空脚蹺,,622,
khōng khōng,khōng-khōng,,700,
khōng ku lí,khōng-ku-lí,,713,
khō̤,khō̤,,0,
khō̤e,khō̤e,,0,
khō͘,khō͘,,0,
khō͘ⁿ,khō͘ⁿ,,0,
khŏ,khŏ,,0,
khŏa,khŏa,,0,
khŏaⁿ,khŏaⁿ,,0,
khŏe,khŏe,,0,
khŏeⁿ,khŏeⁿ,,0,
khŏm,khŏm,,0,
khŏng,khŏng,,0,
khŏ̤,khŏ̤,,0,
khŏ̤e,khŏ̤e,,0,
khŏ͘,khŏ͘,,0,
khŏ͘ⁿ,khŏ͘ⁿ,,0,
khū,khū,,0,
khū,具,,289,
khū,惧,,89,
khū,懼,,498,
khū,臼,,66,
khū thé,khū-thé,,700,
khū thé,具体,,809,
khū thé,具體,,809,
khūi,khūi,,0,
khūiⁿ,khūiⁿ,,0,
khūn,khūn,,0,
khŭ,khŭ,,0,
khŭi,khŭi,,0,
khŭiⁿ,khŭiⁿ,,0,
khŭn,khŭn,,0,
khǣ,khǣ,,0,
khǹg,khǹg,,739,
khǹg,劝,,104,
khǹg,勸,,898,
khǹg,壙,,102,
khǹg,藏,,684,
khǽ,khǽ,,0,
khṳ̀,khṳ̀,,0,
khṳ̀iⁿ,khṳ̀iⁿ,,0,
khṳ̀n,khṳ̀n,,0,
khṳ́,khṳ́,,0,
khṳ́iⁿ,khṳ́iⁿ,,0,
khṳ́n,khṳ́n,,0,
khṳ̂,khṳ̂,,0,
khṳ̂iⁿ,khṳ̂iⁿ,,0,
khṳ̂n,khṳ̂n,,0,
khṳ̄,khṳ̄,,0,
khṳ̄iⁿ,khṳ̄iⁿ,,0,
khṳ̄n,khṳ̄n,,0,
khṳ̆,khṳ̆,,0,
khṳ̆iⁿ,khṳ̆iⁿ,,0,
khṳ̆n,khṳ̆n,,0,
khṳ̍h,khṳ̍h,,0,
khṳ̍ihⁿ,khṳ̍ihⁿ,,0,
khṳ̍t,khṳ̍t,,0,
khẽ,下,,330,
khẽng,虹,,68,
ki,Ki,,700,
ki,ki,,737,
ki,キ,**ki,75,
ki,乩,,304,
ki,基,,487,
ki,奇,,96,
ki,姬,,96,
ki,居,,495,
ki,幾,,495,
ki,技,,275,
ki,朞,,75,
ki,机,,615,
ki,枝,,912,
ki,機,,504,
ki,畿,,475,
ki,磯,,67,
ki,車,,810,
ki,飢,,484,
ki chhiú,ki-chhiú,,700,
ki chhiú,技手,,809,
ki chhó͘,ki-chhó͘,,713,
ki chhó͘,基礎,,822,
ki chìn tóng,Ki-chìn-tóng,,727,
ki chìn tóng,基進党,,835,
ki chìn tóng,基進黨,,836,
ki gē,ki-gē,,700,
ki gē,技藝,,809,
ki hô,幾何,,801,
ki hōe,ki-hōe,,730,
ki hōe,机會,,838,
ki hōe,機會,,839,
ki khì,ki-khì,,713,
ki khì,机器,,821,
ki khì,機器,,822,
ki ki,ki-ki,,713,
ki ki,枝枝,,618,
ki kim,ki-kim,,700,
ki kim,基金,,809,
ki kim hōe,ki-kim-hōe,,713,
ki kim hōe,基金會,,822,
ki koan,ki-koan,,700,
ki koan,机關,,808,
ki koan,機關,,809,
ki lu̍t,ki-lu̍t,,700,
ki lu̍t,机率,,808,
ki lu̍t,機率,,809,
ki lêng,ki-lêng,,700,
ki lêng,技能,,805,
ki lêng,机能,,803,
ki lêng,機能,,804,
ki pún,ki-pún,,713,
ki pún,基本,,822,
ki pún siōng,ki-pún-siōng,,700,
ki pún siōng,基本上,,809,
ki sin,ki-sin,,700,
ki sin,乩身,,809,
ki sin,枝身,,808,
ki su̍t,ki-su̍t,,713,
ki su̍t,技術,,822,
ki tiûⁿ,ki-tiûⁿ,,713,
ki tiûⁿ,机場,,821,
ki tiûⁿ,機場,,822,
ki tok,Ki-tok,,700,
ki tok,基督,,809,
ki tok kàu,Ki-tok-kàu,,727,
ki tok kàu,基督敎,,835,
ki tok kàu,基督教,,836,
ki tē,ki-tē,,700,
ki tē,基地,,809,
ki tōe,ki-tōe,,700,
ki tōe,基地,,809,
ki á kiáⁿ,ki-á-kiáⁿ,,700,
ki á kiáⁿ,乩仔子,,809,
ki á kiáⁿ,枝仔子,,808,
ki á peng,ki-á-peng,,713,
ki á peng,枝仔冰,,822,
ki á peng,枝仔氷,,821,
kia,kia,,0,
kia,迦,,98,
kiah,kiah,,0,
kiahⁿ,kiahⁿ,,0,
kiak,kiak,,0,
kiak,脚,,486,
kiam,kiam,,727,
kiam,兼,,897,
kian,kian,,713,
kian,堅,,868,
kian,慳,,91,
kian,肩,,491,
kian,鞬,,91,
kian chhî,kian-chhî,,713,
kian chhî,堅持,,822,
kian kò͘,kian-kò͘,,700,
kian kò͘,堅固,,809,
kian sim,kian-sim,,713,
kian sim,堅心,,813,
kian tàng,kian tàng,,713,
kian tàng,堅凍,,822,
kiang,kiang,,0,
kiap,kiap,,0,
kiap,夾,,79,
kiap,莢,,79,
kiat,kiat,,728,
kiat,佶,,90,
kiat,吉,,499,
kiat,桔,,90,
kiat,橘,,90,
kiat,潔,,499,
kiat,結,,913,
kiat hun,kiat-hun,,700,
kiat hun,結婚,,809,
kiat kio̍k,kiat-kio̍k,,713,
kiat kio̍k,結局,,822,
kiat kó,kiat-kó,,729,
kiat kó,結果,,838,
kiat lūn,kiat-lūn,,713,
kiat lūn,結論,,822,
kiat tiân,Kiat-tiân,,700,
kiat tiân,吉田,,801,
kiat á,kiat-á,,713,
kiat á,桔仔,,822,
kiau,kiau,,713,
kiau,喬,,673,
kiau,喬,125+7,967,
kiau,嬌,,70,
kiau,轎,,79,
kiau chhia,kiau-chhia,,713,
kiau chhia,轎車,,822,
kiau á,kiau-á,,700,
kiau á,轎仔,,805,
kiauh,kiauh,,0,
kiauhⁿ,kiauhⁿ,,0,
kiauⁿ,kiauⁿ,,0,
kia̍h,kia̍h,,0,
kia̍h,擧,,292,
kia̍h,舉,,295,
kia̍h koâiⁿ,kia̍h koâiⁿ,,700,
kia̍h koâiⁿ,擧高,,607,
kia̍h koâiⁿ,舉高,,608,
kia̍h koân,kia̍h koân,,700,
kia̍h koân,擧高,,607,
kia̍h koân,舉高,,608,
kia̍hⁿ,kia̍hⁿ,,0,
kia̍k,kia̍k,,0,
kia̍k,劇,,481,
kia̍p,kia̍p,,0,
kia̍t,kia̍t,,0,
kia̍t,傑,,490,
kia̍t,杰,,81,
kia̍t,竭,,487,
kia̍uh,kia̍uh,,0,
kia̍uhⁿ,kia̍uhⁿ,,0,
kiaⁿ,kiaⁿ,,741,
kiaⁿ,京,1+,987,
kiaⁿ,惊,,906,
kiaⁿ,驚,,907,
kiaⁿ chi̍t tiô,kiaⁿ 1 tiô,,713,
kiaⁿ chi̍t tiô,kiaⁿ chi̍t tiô,,713,
kiaⁿ chi̍t tiô,惊一趒,,821,
kiaⁿ chi̍t tiô,驚一趒,,822,
kiaⁿ hiâⁿ,kiaⁿ-hiâⁿ,,713,
kiaⁿ hiâⁿ,惊刑,,621,
kiaⁿ hiâⁿ,惊惶,,621,
kiaⁿ hiâⁿ,驚刑,,622,
kiaⁿ hiâⁿ,驚惶,,622,
kiaⁿ kìⁿ,kiaⁿ kìⁿ,,713,
kiaⁿ kìⁿ,惊見,,621,
kiaⁿ kìⁿ,驚見,,622,
kiaⁿ liáu,kiaⁿ liáu,,729,
kiaⁿ liáu,惊了,,837,
kiaⁿ liáu,驚了,,838,
kiaⁿ lâng,kiaⁿ ·lâng,,713,
kiaⁿ lâng,kiaⁿ-lâng,= lah-sap,713,
kiaⁿ lâng,惊人,,821,
kiaⁿ lâng,驚人,,822,
kiaⁿ sí,kiaⁿ sí,,713,
kiaⁿ sí,惊死,,821,
kiaⁿ sí,驚死,,822,
kiaⁿ sí lâng,kiaⁿ sí lâng,,713,
kiaⁿ sí lâng,惊死人,,821,
kiaⁿ sí lâng,驚死人,,822,
kiaⁿ to͘,Kiaⁿ-to͘,,713,
kiaⁿ to͘,kiaⁿ-to͘,,700,
kiaⁿ to͘,京都,,822,
kiaⁿ á,kiaⁿ liáu,,713,
kiaⁿ á,惊了,,821,
kiaⁿ á,驚了,,822,
kiaⁿ ìⁿ,kiaⁿ kìⁿ,,713,
kiaⁿ ìⁿ,惊見,,621,
kiaⁿ ìⁿ,驚見,,622,
kih,kih,,0,
kih,キ,**kih,75,
kihⁿ,kihⁿ,,0,
kim,Kim,,713,
kim,kim,,729,
kim,今,,505,
kim,金,,924,
kim chheⁿ,Kim-chheⁿ,,700,
kim chheⁿ,金星,,809,
kim chio,kim-chio,,700,
kim chio,金蕉,,805,
kim chóa,kim-chóa,,713,
kim chóa,金紙,,822,
kim hiông,kim-hiông,,700,
kim hiông,金融,,809,
kim iông,kim-hiông,,700,
kim iông,kim-iông,,700,
kim iông,金融,,809,
kim iā,kim-iā,,700,
kim iā,今夜,,809,
kim ji̍t,kim-ji̍t,,700,
kim ji̍t,今日,,809,
kim kha,kim-kha,,700,
kim kha,金脚,,809,
kim khòng,kim-khòng,,700,
kim khòng,金壙,,807,
kim khòng,金礦,,809,
kim khòng,金鑛,,808,
kim mn̂g,Kim-mn̂g,,713,
kim mn̂g,金門,,822,
kim mê,kim-mê,,713,
kim mê,今冥,,813,
kim mî,kim-mê,,700,
kim mî,今冥,,800,
kim seng,kim-seng,,700,
kim seng,今生,,805,
kim seng kim sè,kim-seng kim-sè,,713,
kim seng kim sè,今生今世,,822,
kim sih sih,kim sih-sih,,713,
kim sih sih,金薛薛,,622,
kim sè,kim-sè,,700,
kim sè,今世,,805,
kim tang tang,kim tang-tang,,713,
kim tang tang,金冬冬,,622,
kim á,kim-á,,700,
kim á,金仔,,805,
kin,kin,,727,
kin,今仔日,(kim),-1,
kin,今年,(kim),-1,
kin,今旦日,(kim),-1,
kin,今那日,(kim),-1,
kin,均,,477,
kin,巾,,68,
kin,弓蕉,(keng),-1,
kin,斤,,882,
kin,根,,878,
kin,筋,,835,
kin,芎蕉,(keng),-1,
kin chio,kin-chio,,709,
kin chio,弓蕉,,818,
kin chio,芎蕉,,818,
kin goân,kin-goân,,700,
kin goân,根原,,809,
kin goân,根源,,808,
kin ji̍t,今日,,809,
kin ki,kin-ki,,700,
kin ki,根基,,800,
kin kut,kin-kut,,700,
kin kut,筋骨,,809,
kin ná ji̍t,kin-ná-ji̍t,,740,
kin ná ji̍t,今仔日,,848,
kin ná ji̍t,今旦日,,848,
kin ná ji̍t,今那日,,849,
kin nî,kin-nî,,730,
kin nî,今年,,839,
kin pún,kin-pún,,713,
kin pún,根本,,822,
kin sèng,kin-sèng,,700,
kin sèng,根性,,809,
kin á ji̍t,kin-ná-ji̍t,,740,
kin á ji̍t,今仔日,,848,
kin á ji̍t,今旦日,,848,
kin á ji̍t,今那日,,849,
kio,kio,,0,
kio,勾,,86,
kio,溝,,66,
kio,鈎,,77,
kio,鉤,,86,
kioh,kioh,,0,
kioh,脚,,286,
kioh sek,kioh-sek,,700,
kioh sek,脚色,,800,
kioh siàu,kioh-siàu,,713,
kioh siàu,脚數,,621,
kioh siàu,脚賬,,622,
kiok,kiok,,0,
kiok,脚,,486,
kiok,鞠,,86,
kiok,麯,,77,
kiok,麴,,74,
kiong,kiong,,0,
kiong,宮,,478,
kiong,弓,,477,
kiong,恭,,489,
kiong,穹,,68,
kiong,芎,,68,
kiong hí,kiong-hí,,727,
kiong hí,恭喜,,836,
kiong kiā,Kiong-kiā,,700,
kiong kiā,宮崎,,809,
kiong pún,Kiong-pún,,700,
kiong pún,宮本,,801,
