input,freq,chhan_id
náu chhé,5,17239
náu chhóe,10,17239
náu ek hiat,1,21458
náu kàn,1,17249
nâ kiû,10,8319
nâ sek,10,4639
nâ tâu,10,7609
nâ á,10,8280
nâ âu,10,2488
nè,11,578
nê,1,8709
nì,1,3059
ní,10,2493
nî,1346,69
nî cheh,1,9751
nî choeh,1,9751
nî hè,5,4298
nî hòe,10,4298
nî hō,1,17134
nî ko͘,1,9394
nî kí,10,2492
nî kō,1,8514
nî tāi,1,6653
nòa,1,2507
nò͘,2,1466
nóa,1,8726
nó͘ le̍k,1,3092
nôa,1,9010
nā,3582,66
nā bô,100,4664
nā chún,100,1885
nā kah,10,2489
nā sī,382,395
nā ū,1,4676
nā niā,100,399
nā tiāⁿ,634,399
nāi chi,10,2490
nāi pēⁿ,1,16547
nāi sim,1,9494
nāi sèng,1,11494
nāu chhai chhai,1,8397
nāu jia̍t,1,2377
nē,1,578
nńg,100,3345
nńg siô siô,10,9146
nńg sô sô,1,9146
nńg chiáⁿ,10,2497
nńg kha,1,4523
nńg thé,10,7622
nōa,12,904
nōa hap hap,1,17060
nō͘,1,102
nūi,1,49
nǹg,1,2498
nǹg chǹg,10,2501
n̂g gìm gìm,1,12993
n̂g kó͘ á,1,5355
n̂g ki,9,5891
n̂g ki hoe,1,5893
n̂g ki á,1,5893
n̄g,2,3531
n̆g,1,3531
o ló,100,400
o pau,1,13142
o tó bái,1,1492
oa sa bih,1,4636
oa sá bih,10,4636
oah,10,6861
oai,10,3095
oai chhoa̍h,1,1775
oai ko,1,1767
oai ko chhi̍h chhoa̍h,10,8982
oai ko chhī chhoa̍h,1,8982
oan,20,1768
oan iuⁿ,1,4347
oan ke,100,1769
oan kong mn̂g,1,9478
oan siû,10,1312
oan óng,10,4029
oat,10,1225
oat tò chhiú,10,7469
oat tò chhiú pêng,10,7469
oat tò pêng,10,7469
oat kak,10,16320
oat kak á,1,16320
oa̍h,205,402
oa̍h beh,1,9514
oa̍h boeh,1,9514
oa̍h lâng,1,6078
oa̍h hì,1,9553
oa̍h lō͘,10,14567
oa̍h miā,1,7453
oa̍h tāng,124,4728
oa̍h tōng,238,4729
oa̍t,10,1226
oa̍t thâu,100,1120
oe,13,1212
oe oe tīn tīn,1,1892
oe the,1,8136
oe á chhài,1,8582
oeh,1,2518
oe̍h,11,867
oh,10,405
oh tit,1,3105
ok chit,10,1458
ok to̍k,1,7153
om,1,3231
oàn chheh,10,2519
oàn chhoeh,1,2519
oàn hīn,5,9670
oàn hūn,10,9670
oàn thàn,188,3980
oàn tò͘,10,1119
oán chiok,1,6326
oán iûⁿ,1,5876
oán jiân,1,4109
oân boán,10,4303
oân choân,10,4710
oân chéng,1,6786
oân gōe,1,7800
oân kang,1,18106
oân kong mn̂g,1,9478
oân móa,1,4303
oân ná,10,2522
oân nā,10,2522
oân pit,1,6787
oân pi̍t,1,6787
oân sêng,10,6041
oân á,1,2522
oāⁿ chún,10,15782
o̍h,379,403
o̍h tn̂g,1,7194
o̍h á,1,8238
o͘,148,72
o͘ khâm khâm,1,9427
o͘ káu,11,9379
o͘ lang lang,1,10428
o͘ mà mà,10,2511
o͘ sìm sìm,10,19334
o͘ tò͘ âng,1,6051
o͘ a,1,9049
o͘ bá sáng,10,5268
o͘ chheⁿ,10,3158
o͘ chhiuⁿ,1,4339
o͘ chhiú,10,8049
o͘ chhiú á,1,8049
o͘ chhī,1,7694
o͘ chiam,1,4783
o͘ hî,1,4931
o͘ hî chí,1,4932
o͘ im,1,9159
o͘ im thiⁿ,10,17159
o͘ iú,1,2513
o͘ iû,1,17237
o͘ jí sáng,1,9136
o͘ jîn ba̍k kiàⁿ,10,9336
o͘ kim,1,7287
o͘ kui,1,15420
o͘ lián,10,1648
o͘ ló͘ bo̍k chè,1,8694
o͘ mn̂g,1,9022
o͘ mo͘,1,9022
o͘ niau,10,1537
o͘ o͘ o͘,10,5675
o͘ pang,10,4616
o͘ pe̍h kóng,100,8268
o͘ pe̍h,1,2510
o͘ sek,1,17238
o͘ thiⁿ àm tē,1,15622
o͘ thiⁿ àm tōe,1,15622
o͘ thâu á,1,14354
o͘ thâu á chhia,10,14354
o͘ tiⁿ,10,5366
o͘ tiⁿ chhiū,1,5367
o͘ tiⁿ á,10,5368
o͘ tó bái,100,1492
o͘ tó͘ bái,500,1492
o͘ àm,10,2505
o͘ àm hîn,10,15479
o͘h,20,571
pa kiat,10,4022
pa lang,1,8161
pa lé,1,4611
pa pa,216,2528
pa pah,10,2528
pa á,1,1598
pah,175,121
pah bān,100,6332
pah gōa,10,13243
pah hè,1,28100
pah hòe,1,28100
pah bīn,10,8192
pah hè kong si,5,11376
pah hè tiàm,1,17376
pah hòe kong si,10,11376
pah hòe tiàm,1,17376
pah it,10,6763
pah jī,100,6766
pah kéng kûn,10,16179
pah pah khoán,10,5220
pah saⁿ,10,6781
pak,111,351
pak hng,1,18249
pak lāi,10,5031
pak lāi á,1,15032
pak pêng,10,6305
pak siah,10,3903
pak siap,5,3903
pak tó͘,164,1236
pak tó͘ iau,100,5877
pan,1,4787
pan chióng,1,15847
pan gî,1,4090
pan kah,1,8572
pan pò͘,1,9111
pang,30,2506
pang bâng,10,4582
pang chān,100,427
pang chō͘,10,6379
pang á,10,2537
pat,100,87
pat jī,1,12351
pat kòa,1,8281
pau,190,4776
pau chong,1,7973
pau ho̍k,1,8917
pau ho̍k á,10,14917
pau hâm,1,8160
pau hî,1,7309
pau khoat,1,8340
pau koat,10,8340
pau kó,1,14937
pau kó͘,1,14937
pau niá,1,5618
pau á,10,7065
pau ún,1,7081
pa̍k,148,1594
pa̍k kha,1,7840
pa̍t,217,408
pa̍t hāng,10,7822
pa̍t jiah,11,3470
pa̍t lâng,422,4669
pa̍t ê,10,8414
pa̍t ūi,10,7196
pa̍t giah,1,3470
pa̍t á,10,1602
pe,160,2608
pe lêng á,5,5763
peh,220,108
peh goe̍h,20,10908
peh pak,1,8385
peh soaⁿ,10,7177
peh tiám,10,7408
peh cha̍p,100,6757
peh jī,10,7556
peh sèⁿ,133,4723
peh ḿ,1,688
pek,10,956
pek hāi,1,3121
peng kak,10,8375
peng siuⁿ,10,4390
peng soaⁿ,1,14853
peng thn̂g,1,852
peng tû,1,4389
peng á,10,6953
pe̍h chhang chhang,1,3578
pe̍h phau phau,10,2538
pe̍h siak siak,10,13441
pe̍h ba̍k,10,3260
pe̍h chha̍t,100,3701
pe̍h chhi,1,2663
pe̍h chhiat bah,1,16472
pe̍h chhài,10,5376
pe̍h chhài ló͘,10,5376
pe̍h ho̍h,1,8533
pe̍h jîn,1,8885
pe̍h lēng si,10,3620
pe̍h pak á,1,5238
pe̍h pn̄g,10,14891
pe̍h sek,10,13071
pe̍h sí sat,1,12679
pe̍h thih,1,5950
pe̍h thih á,10,5950
pe̍h thâu khok,1,9489
pe̍h thâu khok á,10,13362
pe̍h tê,10,13753
pe̍h ōe,1,4264
pha,2,2544
pha bāng,10,6835
pha tiàⁿ,10,10673
pha tiāⁿ,1,10673
pha hng,1,2545
pha pha cháu,100,3495
phah,580,415
phah bó͘,1,13165
phah chhèng,1,7620
phah eh,1,19314
phah jī,10,7621
phah ka chhiùⁿ,10,5780
phah ka la̍uh,1,1248
phah kat,10,2188
phah kha chhiùⁿ,5,5780
phah khui,2,7677
phah kiû,10,7178
phah m̄ kìⁿ,10,3077
phah phok á,5,3599
phah pho̍k á,10,3599
phah phú kng,1,3893
phah thih,1,7679
phah tiān tōng,10,7619
phah bó͘ chhài,10,13165
phah la̍h,1,3384
phah m̄ kiàn,5,3077
phah piàⁿ,151,961
phah sńg,100,963
phah sǹg,266,962
phak,10,850
phak tiáⁿ,1,848
phang,510,845
phang kòng kòng,10,12274
phang sap bûn,10,4540
phang sat bûn,5,4540
phang soat bûn,1,4540
phang chúi,10,7376
phang phài,1,2567
phau,1,8916
phauh,2,2950
pha̍k,100,844
pha̍k ji̍t,10,7625
pha̍k koaⁿ,10,4471
pha̍uh,10,8916
phe,1,416
phe lông,1,2565
phe phêng,1,8667
phe sìn,1,7275
phe tháng,5,5683
phek siâ,1,9330
phi,1,2551
phi a no͘h,1,12313
phi sian,1,13873
phi á noh,1,12313
phi á no͘h,1,12313
phi á nò,1,12313
phi á nò͘,1,12313
phiah,2,2555
phiah bián,10,8816
phiah hāng,1,12645
phian chhip,10,3125
phian chip,1,3125
phian chiá,1,15943
phian chi̍p,10,3125
phian kek,1,15061
phian kiàn,10,8881
phian phiah,10,2554
phian phian,10,5679
phiat,12,965
phiat pō͘,10,2557
phiat sàng,1,1299
phiat sè,10,4103
phiat á,10,968
phiau chún,100,2543
phiau liû,10,3864
phiau phiat,10,2559
phiau tê,10,7805
phiau tôe,5,7805
phin phin phiang phiang,1,14897
phin phóng,1,9399
phin á,1,9397
phit,1,4626
phit phòe,1,4623
phiàn,20,966
phiàn gín ná,10,7197
phiàn gín á,10,7197
phiàn siáu,1,9358
phiàn siáu ê,10,9358
phián si̍t,1,2592
phiân,1,9398
phiò,100,10026
phiò pau á,10,7066
phiò siaⁿ,1,9623
phiô,1,8528
phi̍h phi̍h chhoah,1,2553
phiⁿ,11,2561
pho,10,4987
pho lô bi̍t,1,8824
pho lōng,1,7342
phoah,10,2563
phoa̍h liān,10,2564
phoe,193,416
phoe lông,10,2565
phoe phêng,10,8667
phoe sìn,1,7275
phoe tháng,10,5683
phoh si̍t,1,4603
phoh á,1,3122
phok bu̍t koán,10,6750
phok lám hōe,1,6484
phok si̍t,1,4603
phok sò͘,1,13545
phok sū,10,4910
phok á,1,3596
phok á siaⁿ,5,5646
phong phài,10,2567
pho̍k,10,3597
pho̍k pho̍k,10,3594
pho̍k pò͘,1,2566
pho̍k á,1,3596
pho̍k á siaⁿ,10,5646
pho͘,2,3714
phu loh,1,12655
phu lo͘h,1,12655
phun,100,2038
phut,10,2253
phut phut thiàu,10,2252
phu̍h phu̍h,1,6852
phu̍t phu̍t thiàu,1,2252
phài,2,4817
phài chhut só͘,10,14296
phài hē,1,10047
phàn,1,2995
phàn bōng,1,10493
phàn á,10,12995
phàng,1,962
phàng kiàn,1,3077
phàng kìⁿ,1,3077
phàu,11,1699
phàu tê,10,4519
phàu chhài,1,14687
phàu tâi,1,1700
phàu á,10,8568
phàⁿ,1,847
phàⁿ chhiú,1,846
phái,1,166
phái khì,1,7932
phái miā,1,851
phái sè,1,843
pháiⁿ,501,166
pháiⁿ chia̍h,10,6926
pháiⁿ khòaⁿ,10,6924
pháiⁿ lâng,10,13387
pháiⁿ mih á,10,4450
pháiⁿ thiaⁿ,10,6925
pháiⁿ thiⁿ,2,15271
pháiⁿ tâng kū siah,10,13032
pháiⁿ khì,10,7932
pháiⁿ khang,10,14457
pháiⁿ miā,10,851
pháiⁿ mi̍h á,1,4450
pháiⁿ sim,10,6928
pháiⁿ sè,500,843
pháiⁿ ì,10,7145
pháng,200,1785
pháng chit,10,3494
pháng se,1,2549
pháng si,1,2550
phâng,130,1429
phâng tiûⁿ,10,4328
phè,100,5474
phè ha̍p,1,8383
phê,10,1145
phê bah,1,13574
phê hu,1,8163
phê pau á,1,7068
phê ôe,10,5326
phêng,1,854
phêng kàm,1,17412
phêng lūn,9,7676
phì jū,10,2552
phì lūn,10,1451
phì lūn kóng,10,1452
phì siùⁿ,10,1453
phìⁿ,10,6854
phí,1,1915
phí jîn,1,9740
phí jū,1,5237
phí jū kóng,1,6814
phí lūn,1,1451
phí lūn kóng,10,6813
phí siùⁿ,1,1453
phín,11,2560
phín chit,10,7743
phín hēng,1,7788
phín phóng,1,17912
phín á,1,3058
phî khì,1,11741
phî lô,1,10584
phî tàn,1,3579
phîn,1,9398
phîn phóng,1,9399
phîn phông siû,1,8012
phîn phông,1,2568
phîn á,1,9397
phò chhùi,1,8185
phò hoāi,10,5873
phò hāi,10,5874
phòa,123,970
phòa bāng,1,13427
phòa káng,1,13912
phòa pak,1,5666
phòa saⁿ,1,13417
phòa bâ,1,19567
phòa chhùi,1,8185
phòa keh,1,6504
phòa pēⁿ,10,971
phòa siùⁿ,1,6505
phòaⁿ,1,7856
phòaⁿ toàn,10,4323
phòe,121,5474
phòe ha̍p,10,8383
phòe ho̍k,10,9087
phòng,11,484
phòng chhí,10,2584
phòng chhú,5,2584
phòng hong,10,2574
phòng hong ku,10,5495
phòng kam,10,2572
phòng phê,5,2578
phòng phôe,10,2578
phòng phā,1,2579
phòng piáⁿ,1,2576
phòng se,1,2577
phòng se saⁿ,10,2575
phòng í,10,1093
phò͘,1,3713
phóng,1,2570
phó͘,10,3600
phó͘ ki̍p,10,13943
phó͘ phiàn,10,4474
phó͘ phó͘ á,15,6007
phó͘ sè,1,23454
phó͘ thong,100,3048
phó͘ thong sî,10,6236
phó͘ thong sî á,10,6236
phó͘ tō͘,10,4299
phô tô,10,1940
phô tô chiú,10,10154
phôe,100,1145
phôe bah,10,13574
phôe hu,1,8163
phôe pau á,10,7068
phôe ê,10,5326
phô͘,10,3395
phô͘ phô͘ tháⁿ tháⁿ,10,12802
phô͘ sat,10,9451
phô͘ tháⁿ,10,12802
phùi,11,964
phùn,10,1455
phú,10,959
phú loh,1,12655
phú lo͘h,1,12655
phú phú,10,6587
phú sek,10,960
phû,10,4397
phû iông,1,9313
phû thô,1,1940
phû thô chiú,10,10154
phû tô,10,1940
phû tô chiú,10,10154
phûn,1,9349
phûn chai,1,18349
phā,1,15719
phā phā,1,5637
phāiⁿ,10,943
phāng,10,1428
phāⁿ,110,5624
phē,5,10024
phēng,11,697
phēⁿ phēⁿ chhoán,5,5213
phī phī chhoah,10,2553
phīⁿ,100,969
phīⁿ phang,10,5232
phīⁿ chúi,10,14825
phīⁿ kô͘,1,13421
phīⁿ phēⁿ chhoán,10,5213
phīⁿ phīⁿ chhoán,1,5213
phīⁿ sái,1,25296
phīⁿ á,10,12969
phĭn phóng,1,9399
phō,184,2562
phōa liān,1,2564
phōaⁿ,207,5100
phōaⁿ chhiú,10,6037
phōaⁿ chhiú lé,10,16037
phōe,10,10024
phōng,1,4271
phōng kong,1,8479
phōng kó,10,3534
phō͘ á,10,3428
phū,10,1621
phū phū,1,6852
pi,1,2581
pi ai,173,5427
pi chêng,1,7434
pi ke̍k,1,16247
pi kio̍k,1,16247
pi koan,1,6719
pi loân,1,18317
pi phí,1,14740
pi pi po̍k po̍k,1,9419
pi siang,10,7415
pi siong,100,7415
pi á,1,8587
pi ì,1,9261
piah,10,3080
piak,1,2587
piak khang,10,2588
pian chhip,1,3125
pian chiá,1,15943
pian chi̍p,5,3125
piau chún,1,2543
pia̍t chong,1,7558
pia̍t sú,1,17558
pia̍t sū,1,17558
pia̍t tōng,1,21928
pih,2,2594
pih chah,1,7818
pin gî koán,10,6056
pin nn̂g,100,1883
pin pin piang piang,1,4897
pin pin piàng piàng,10,4897
pin pin piāng piāng,1,4897
pin pin pong pong,1,4897
pin pin pòng pòng,1,4897
pin pin pōng pōng,1,4897
pin pong,1,2569
pin pín piàng piàng,1,4897
pin pín piāng piāng,1,4897
pin taⁿ,1,6045
pio,2,6375
pit sûn,15,9152
pit chhe,1,8476
pit gia̍p,5,3179
pit miâ,1,13489
piàn,335,446
piàn chiâⁿ,1,10539
piàn chò,100,7703
piàn chòe,10,7703
piàn hêng,2,5196
piàn khoán,10,14827
piàn sim,10,7393
piàn hòa,10,7518
piàn kòa,1,2589
piàn lián,1,8962
piàn sêng,100,7704
piàn sūi,1,12640
piàn thài,1,5195
piàn ōaⁿ,1,14857
piàⁿ,100,418
piàⁿ miā,15,14627
piàⁿ sàu,100,2590
piàⁿ sè,10,2591
piàⁿ sì,1,2591
pián,1,2199
pián sian,1,2202
pián sian á,10,8062
pián si̍t,10,2592
pián á,1,23757
piáu,1,1007
piáu chí bē,1,8265
piáu chí moāi,5,8265
piáu chí mōe,10,8265
piáu hiaⁿ tī,1,8264
piáu sió bē,5,8263
piáu sió moāi,10,8263
piáu sió mōe,10,8263
piáu sió tī,10,8262
piáu bêng,10,15950
piáu bē,1,8263
piáu bīn,10,13174
piáu ché,5,7763
piáu chí,10,7763
piáu hiaⁿ,10,7762
piáu hiān,10,14061
piáu ián,10,7455
piáu kiáⁿ,1,8915
piáu moāi,5,8263
piáu mōe,10,8263
piáu sī,10,4802
piáu ta̍t,10,7507
piáu tī,1,8262
piáⁿ,10,344
pió,10,10042
pió á,9,1761
piān,2,1803
piān hō͘,1,1802
piān khòaⁿ,10,4039
piān kái,10,13733
piān lūn,10,3733
piān piān,10,7947
piān só͘,100,4917
piān sū,1,10223
piān tong,100,2593
pi̍t gia̍p,10,3179
piⁿ,297,19
piⁿ a,51,1017
piⁿ ah,150,1017
piⁿ thâu,1,1018
piⁿ á,2,1017
piⁿ â,1,1017
png chhiū,10,14071
png á,1,14071
png á chhiū,10,14071
pn̄g,158,397
pn̄g khaⁿ,1,4943
pn̄g lē,1,1790
pn̄g lōe,1,1790
pn̄g oân,10,896
pn̄g phí,1,1916
pn̄g sî,1,10982
pn̄g sî chhèng,10,11011
pn̄g thiaⁿ,1,4061
pn̄g tiàm,10,6718
po,1,3497
po chiáng,1,4142
po chióng,1,4142
po lê,100,1791
poah,10,2604
poah kang,10,9604
poah á,1,9134
poa̍h,100,898
poa̍h kiáu,100,972
poa̍h kám chêng,100,2603
poa̍h poe,100,973
poa̍h tó,20,897
poa̍t jiá,1,10866
poa̍t á,5,1602
poaⁿ,10,10080
poaⁿ chhù,10,18219
poaⁿ hì,10,2580
poe,566,974
poe lêng ki,1,1481
poe lêng á,10,5763
poeh,50,108
poeh ge̍h,10,10908
poeh tiám,5,7408
poeh cha̍p,50,6757
poeh jī,5,7556
poe̍h,10,3910
poh hōaⁿ,10,9195
poh tiāⁿ,1,3071
pok hun,1,5563
pok kòa,1,9418
poàn chú,1,10550
poàn sūi,1,4220
po̍h,100,1601
po̍h hò,1,8437
po̍h hô,1,8437
po̍k chà,10,4124
po̍k hoat,1,4126
po̍k hò,1,8437
po̍k hô,1,8437
po̍k le̍k,1,3056
po̍k tōng,1,4125
po͘,1,632
po͘ chiam,1,4784
po͘ chióng,1,4142
po͘ kiuⁿ,1,8876
po͘ thâu,1,4032
puh,10,2611
pun,173,424
pun khui,1,1352
pun nn̂g,10,1883
pun taⁿ,1,6045
pun tiuⁿ,1,16716
put chí,295,449
put chí á,100,3076
put chún,10,6551
put eng kai,1,2612
put hàu,10,7122
put hēng,10,14901
put jî kò,10,3075
put jû,1,9450
put jī kè,1,17286
put jī kò,1,3075
put koán,10,2475
put koán sî,1,2613
put kò,10,3073
put kò͘,1,3073
put lí,10,449
put lí á,100,3076
put lī,10,8149
put lūn,1,7829
put sam put sù,10,9061
put sám sî,1,6518
put sî,225,2614
put sú kúi,10,7449
put tap put chhit,1,4079
put tek í,1,1489
put tàn,1,6702
put tóng,1,1780
put tān,1,6702
put tōng sán,10,14907
pu̍ih,5,3910
pà,1,8601
pà chiàm,1,16728
pà khoân,10,8884
pà koân,5,8884
pài,143,4775
pài gō͘,100,15927
pài hóng,10,7990
pài it,100,15587
pài jī,100,16587
pài kúi,10,16597
pài la̍k,100,15627
pài la̍k lé pài,10,15627
pài pài,10,10429
pài saⁿ,100,16287
pài sì,100,16227
pài thok,100,1595
pàng,856,407
pàng bē kì tit,10,4464
pàng bōe kì tit,5,4464
pàng chúi lâu,10,7285
pàng jiō,100,6961
pàng phùi,10,3085
pàng sim,1,4160
pàng sái,100,6959
pàng hē,1,11788
pàng ká,1,13652
pàng kè,1,13652
pàng o̍h,1,17426
pàng sak,10,1020
pàng seⁿ,1,9214
pàng siⁿ,1,9214
pàng tiau,10,1704
pá,122,1311
pá ak,1,8290
pá pah,108,2528
pái,429,406
pái kha,1,2529
páiⁿ,1,949
pán khoân,10,8152
pán koân,5,8152
pâ,1,1598
pâ ah,2,1598
pâ a,1,1598
pâ á,11,1598
pâi chú,1,14078
pâi iu,1,18361
pâi kiû,10,9356
pâi kut,10,5217
pâi lia̍t,1,13823
pâi pián,1,3757
pâi thek,10,8840
pâi á,10,8728
pân gî,1,4090
pân tōaⁿ,50,958
pâng keng,132,5460
pâu hî,10,7309
pèⁿ,1,8804
pé hē,1,8387
péng,100,949
péng pìⁿ,1,10948
pê,10,954
pê liông chûn,1,2523
pê lêng chûn,10,2523
pê sióng,10,4395
pê siông,10,4395
pêng,100,150
pêng an,153,2800
pêng chēng,1,9130
pêng hoân,1,14408
pêng hoān,1,14408
pêng hêng,1,10121
pêng iú,574,393
pêng kin,1,8998
pêng kun,1,8998
pêng siâng,1,6300
pêng siâng sî,10,3047
pêng siông,1,6300
pêng siông sî,10,3047
pêng siông sî á,1,13047
pêng sò͘,1,9256
pêng sò͘ sî,1,14256
pêng tâi,1,11950
pêng téng,10,7915
pêⁿ,21,854
pêⁿ chē khiā,10,13202
pêⁿ chiàⁿ,1,2542
pêⁿ hè,5,14780
pêⁿ hòe,10,14780
pêⁿ iûⁿ,1,856
pêⁿ pêⁿ,10,855
pêⁿ tháⁿ,1,15916
pêⁿ tâi,1,11950
pì,1,4329
pì bi̍t,10,957
pì hng,10,8995
pì iū,1,4284
pì kiat,1,8842
pì si,1,7772
pì su,10,7772
pì sù,10,2586
pìn piàng,10,2569
pìn piⁿ,1,3621
pìn pòng,1,2569
pìⁿ,267,419
pìⁿ bīn,10,6174
pìⁿ chiâⁿ,1,10539
pìⁿ chò,1,7703
pìⁿ chòe,10,7703
pí,530,417
pí chi,1,14111
pí jû,1,2582
pí jû kóng,1,6815
pí jū,1,2583
pí jū kóng,1,6814
pí kàu,10,7998
pí lē,10,6202
pí lūn,1,2585
pí lūn kóng,5,6813
pí phēng,10,696
pí sài,10,5882
pín póng,1,2569
pín taⁿ,1,6045
pín á,1,6046
pín á kut,1,6050
píⁿ,10,2595
pî,2,5910
pî pê,20,4516
pî thó͘,1,8297
pîn thâu,2,6049
pîn tō,1,14402
pîn tōaⁿ,100,958
pîⁿ hè,1,14780
pîⁿ hòe,1,14780
pò,348,421
pò bé á,10,2599
pò chóa,100,2709
pò iông,1,9160
pò kò,10,6407
pò miâ,10,6629
pò tap,10,6556
pòa ki,1,3913
pòaⁿ,300,422
pòaⁿ hāng,10,7881
pòaⁿ lō͘,15,5547
pòaⁿ mê,15,5546
pòaⁿ mî,2,5546
pòaⁿ sió sí,10,7883
pòaⁿ sì lâng,15,6310
pòaⁿ tháng chúi,10,7882
pòaⁿ tháng sái,1,17882
pòaⁿ tiám cheng,10,5813
pòaⁿ iam iûⁿ,1,6531
pòaⁿ iam iûⁿ á,1,11531
pòaⁿ lâm iûⁿ,1,6531
pòe kéng,1,3051
pò͘ chhân,10,2601
pò͘ si,9,3519
pò͘ tē hì,10,5345
pó chhî,1,12606
pó chiong,10,6156
pó chiàng,1,6156
pó chiàⁿ,1,14745
pó chiòng,1,6156
pó choân,10,12753
pó chèng,10,7307
pó chûn,10,7260
pó hiám,100,7472
pó hō͘,10,1536
pó iū,1,4286
pó koán,1,17502
pó kùi,1,6808
pó liû,1,7995
pó niá,10,5619
pó pio,1,13715
pó pì,10,2602
pó pòe,10,6668
pó sioh,10,3995
pó siú,10,6739
pó tiōng,100,6880
póe,10,8384
póe hōe,1,8387
pó͘,10,10075
pó͘ phòa bāng,10,13427
pó͘ sīn,10,14075
pó͘ chhiong,10,7005
pó͘ chō͘,10,7097
pó͘ si̍p,1,7262
pó͘ thâu,10,6350
pó͘ thâu á,1,16351
pô tô,1,1940
pô tô chiú,10,10154
pôaⁿ,101,2605
pôaⁿ chhùi gím,10,3450
pôaⁿ nóa,10,8727
pôaⁿ á,1,12605
pôe chhiâng,1,4395
pôe iáng,1,12960
pôe ióng,10,12960
pôe lêng á,1,5763
pôe sióng,10,4395
pôe siông,10,4395
pôe tè,1,12559
pôe tòe,1,12559
pông kong,1,8479
pô͘ tô,1,1940
pô͘ tô chiú,10,10154
pùn ki,10,2610
pùn sò,100,1490
pùn taⁿ,1,6045
pùn táu,1,3228
pún,429,423
pún chit,10,7745
pún chiâⁿ,10,2609
pún lâi,10,8218
pún lâng,1,7844
pún léng,10,8720
pún sin,1,4711
pún taⁿ,1,6045
pún thé,1,8278
pún thó͘,10,6450
pún té,10,8494
pún téng,1,7900
pún tó,1,7823
pún tóe,5,8494
pún ūi,1,14757
pû,2,5374
pû hia,10,16873
pû á,1,7675
pûi,100,6076
pûi súi,10,8038
pûi ti á,1,9861
pûn,1,1456
pûn tōaⁿ,1,958
pā bián,10,9640
pā kang,1,9133
pāi,1,7689
pāi chhī,1,4534
pāi hāi,1,8147
pān,11,1809
pān sū,1,6441
pān toh,11,7451
pān gî,1,4090
pān hoat,10,7245
pān kong,1,8560
pān kong sek,10,13728
pān kong sit,1,13728
pān lí,1,1808
pān sè,10,2531
pān sū chhù,1,16482
pān thâu,1,10873
pān tōaⁿ,10,958
pē,4,409
pē bōng,5,5672
pē bó,266,410
pē bú,266,410
pē kiáⁿ,1,6289
pē á kiáⁿ,10,1703
pēng,1,697
pēng bô,100,2843
pēng m̄ sī,10,5444
pēⁿ,10,4777
pēⁿ chêng,10,12871
pēⁿ lâng,10,12571
pēⁿ to̍k,1,13492
pēⁿ īⁿ,100,1224
pī bián,1,12816
pī pān,1,1807
pīn piāng,1,2569
pīn pōng,1,2569
pīn tōaⁿ,50,958
pīⁿ,1,4777
pīⁿ lâng,1,12571
pīⁿ īⁿ,1,1224
pō gia̍k,1,10275
pō gio̍k,1,10275
pō le̍k,1,3056
pō tōng,10,4125
pōaⁿ,10,2607
pōe,3,3705
pōe bōng,10,5672
pōe ho̍k,1,9087
pōe kut,10,7215
pōe kéng,10,3051
pōng,12,3431
pōng bí phang,1,3433
pōng chí,1,5698
pōng khang,10,1600
pōng kong,1,8479
pōng piah,1,17268
pō͘,238,2598
pō͘ gio̍k,1,10275
pō͘ hūn,10,2624
pō͘ le̍k,1,3056
pō͘ lo̍k,1,10204
pō͘ phín,10,6038
pō͘ pîn,1,6053
pō͘ sò͘,10,6601
pō͘ tōng,1,4125
pō͘ tūi,10,2700
pō͘ ūi,2,14382
pū,1,3197
pū nn̄g,1,13197
pūi,10,8665
pūiⁿ,1,397
pūn tōaⁿ,1,958
sa,10,1599
sa bô,10,5570
sa bô cháng,10,4144
sa bi,1,7789
sa bi suh,1,8838
sa bui,1,6192
sa bì suh,5,8838
sa bì sù,10,8838
sa bí suh,10,8838
sa bí sù,1,8838
sa bûn chú gī,1,2698
sa mi,1,7789
sa si mih,1,9095
sa sí mih,10,9095
sa te,1,3640
sahⁿ,11,471
sai chiò ji̍t,10,13578
sai gû,1,8159
sai hū,100,1485
sai kha,1,1488
sai khia,10,1488
sai kong,10,1486
sai kong giang,1,3631
sai kong giang á,1,13631
sai kong giang á hoe,10,13631
sai lâm,10,6305
sai lâm pêng,1,6305
sai nai,10,2229
sai pak,10,6305
sai pak pêng,1,6305
sai pêng,10,6305
sai á,10,1487
saiⁿ nai,1,2229
sak khuh,1,15751
sak khù,1,15751
sam,1,3819
sam bûn hî,1,4010
sam chân,10,8389
sam chân bah,10,10749
sam chân á,1,10749
sam hûn chhit phek,10,9556
sam pat,10,3766
sam put gō͘ sî,100,5401
sam put gō͘ sî á,1,15401
sam put sî á,1,21725
sam pán,1,15073
sam tiau,1,4024
sam á,1,15623
san,5,3571
san bêng hái sè,1,5597
san ko,1,5755
san ô͘,1,6348
sang,68,472
sang ko lūn,1,13207
sap bûn,100,1815
sat,1,6048
sat phīⁿ,1,11828
sat ba̍k hî,10,2628
sat ba̍k á,1,2629
sat bó,1,2222
sat bú,1,2222
sat bûn,10,1815
sau kong,1,12641
sau siaⁿ,10,2642
sa̍h,10,1267
saⁿ,1330,2
saⁿ bān,10,6775
saⁿ chheng,10,6782
saⁿ chioh mn̄g,5,4262
saⁿ ge̍h,10,10903
saⁿ goe̍h,20,10903
