input,freq,chhan_id
kéng jiân,1,3464
kéng kài,1,11869
kéng kò,1,6722
kéng soán,1,15647
kéng tì,10,2217
kéⁿ,1,4163
kéⁿ á,1,9051
kéⁿ á hî,1,18051
kê,2,1644
kì,297,329
kì chiá,10,13169
kì chài,10,7120
kì chāi,10,2348
kì ek,1,7317
kì hō,10,8201
kì jiân,10,4060
kì lio̍k,10,1725
kì liām,100,861
kì liām ji̍t,10,5809
kì liām phín,10,5811
kì lo̍k,5,1725
kì lē,1,8504
kì su̍t,10,8202
kì tì,10,1269
kì tî,100,1268
kì á,10,8505
kìm,10,2317
kìm chheh,1,5815
kìm chí,10,8700
kìm khī,1,5814
kìⁿ,220,337
kìⁿ bīn,15,7198
kìⁿ nā,1,8483
kí cháiⁿ,10,12051
kí hô,1,8690
kí lē,1,8706
kí pān,10,13582
kí toh,1,4151
kín,958,336
kín kip,1,10192
kín mé,1,8349
kín sīn,1,6708
kín tiuⁿ,10,9012
kíⁿ á,1,9051
kíⁿ á hî,1,18051
kî,11,2302
kî an,1,5773
kî chek,1,3472
kî hêng,1,7639
kî hî,1,9533
kî jí,1,9202
kî khá,10,860
kî koài,131,4724
kî lîn,1,9254
kî lîn lo̍k,10,19254
kî phàu,1,9089
kî si̍t,10,4716
kî sī,1,5532
kî thaⁿ,10,3343
kî thāi,10,5279
kî tiong,1,7344
kî tó,10,4678
kî tāi,1,5279
kî àn,1,5774
kî á,10,4469
kîⁿ,1,2275
kò,1,2333
kò chûn,10,8074
kò ge̍h,100,1736
kò goe̍h,100,1736
kò jîn,10,4655
kò sī,10,9292
kò thêng,1,8664
kòa,169,2342
kòa chhài,10,2341
kòa chhài chí,10,6304
kòa gāi,1,3615
kòa liām,1,3614
kòa sim,1,3613
kòa ì,1,3612
kòe,1114,110
kòe chhiú,15,9193
kòe khì,400,5393
kòe lâi,100,5392
kòe miâ,10,21389
kòe nî,10,8210
kòe bín,10,9097
kòe hî,10,9174
kòe hūn,10,6259
kòe kè,1,2055
kòe lī,1,13080
kòe sin,10,8517
kòe thêng,10,8664
kòe têng,1,8664
kòe óng,10,9544
kòe āu,1,8575
kòng,100,1385
kòng lô,10,17014
kòng hiàn,100,6868
kòng ku,10,3427
kòng oân,10,1384
kòng thûi á,10,14544
kò͘ ge̍h,100,1736
kò͘ goe̍h,100,1736
kò͘ lâng oàn,10,2328
kò͘ tiàm,10,6915
kò͘ būn,1,6679
kò͘ chiong,10,6155
kò͘ chiàng,1,6155
kò͘ chiòng,1,6155
kò͘ chō,1,8950
kò͘ hiang,100,3476
kò͘ hiong,292,3476
kò͘ iú,1,6912
kò͘ iú bêng sû,1,6912
kò͘ khiam,10,2948
kò͘ lí,1,6228
kò͘ siáng,1,14983
kò͘ sióng,1,14983
kò͘ siú,1,16913
kò͘ sī,1,9292
kò͘ sū,205,340
kò͘ thé,1,6914
kò͘ tēng,1,6944
kó chiap,1,9755
kó koh,1,14707
kóa,10,341
kóaⁿ,100,1132
kóaⁿ hū,10,4065
kóaⁿ jîn,1,21552
kóaⁿ kín,393,1377
kóe,1,920
kóe chí,100,1378
kóe kiù,1,18830
kóe lō͘,1,18806
kóe á,1,8714
kóe á hî,1,18174
kóe ōaⁿ,1,4997
kóng,8249,38
kóng chhiò,100,6619
kóng khí,1,4732
kóng kó͘,10,1975
kóng pe̍h chha̍t,10,6091
kóng si̍t ê,1,16235
kóng sńg chhiò,100,2347
kóng tō lí,1,10286
kóng ōe,296,4667
kóng gī,1,12757
kóng gū,1,6525
kóng hoat,10,6354
kóng kò,100,6688
kóng pò,10,8080
kóng pò͘,10,8080
kóng á kóe,10,11872
kó͘,2,3113
kó͘ ge̍h,10,1736
kó͘ goe̍h,10,1736
kó͘ kè,3,9353
kó͘ chek,1,3473
kó͘ chhe,5,8722
kó͘ chhoe,10,8722
kó͘ chhui,1,1222
kó͘ chui,100,2340
kó͘ chá,182,4798
kó͘ chéⁿ,10,1961
kó͘ kí,1,4152
kó͘ lē,20,7020
kó͘ phiò,10,7697
kó͘ pān kim,1,9236
kó͘ tián,1,7085
kó͘ tu,1,2914
kó͘ tóng,1,9268
kó͘ á chóa,10,5354
kó͘ á kiáⁿ,1,8688
kó͘ á teng,10,5353
kó͘ á í,1,5349
kó͘ í,1,5348
kô,1,8643
kôaⁿ,174,1133
kôaⁿ thiⁿ,10,7074
kôaⁿ lâng,10,2128
kôe,1,4011
kô͘,10,9956
kô͘ á,1,12956
kù,343,354
kù chāi,10,2348
kù hoat,1,10630
kù lòe,1,8504
kù lōe,1,8504
kù tiám,1,12665
kù tāu,1,7924
kù tō͘ tiám,1,11447
kù á,1,8505
kùi,100,6460
kùi sam sam,5,9307
kùi som som,10,9307
kùi sèⁿ,10,6424
kùi sìⁿ,1,6424
kùi khì,1,5974
kùi sū,1,6422
kùn á,1,4221
kú,584,353
kú lâi,10,5642
kú chhài,10,2354
kú lē,1,8706
kú nî,1,4972
kú pān,5,13582
kú tn̂g,10,7149
kúi,682,322
kúi cha̍p,10,13757
kúi hoan,10,11378
kúi hè,5,7653
kúi hòe,10,7653
kúi hō,100,11953
kúi tiám,100,7512
kúi ê á,1,7896
kúi lo̍h,101,975
kúi lō,101,975
kúi lōa,10,975
kúi mn̂g,1,10419
kúi nā,201,975
kúi ā,10,975
kún,10,5586
kún chhiò,10,2360
kún sńg chhiò,10,2361
kún chúi,100,5585
kún ká,1,8069
kûiⁿ,1,346
kûn,111,2362
kûn chiòng,10,6933
kûn cho͘,2,7261
kûn thâu,1,5087
kûn thâu bó,5,5086
kûn thâu bú,10,5086
kā,4148,57
kā i,100,4651
kā lâng,100,2181
kā lâng káu,1,1073
kāng,164,309
kāng bó koh pē,5,13979
kāng bú koh pē,10,13979
kāng khoán,761,2674
kāng pē koh bó,5,8979
kāng pē koh bú,10,8979
kāu,100,1441
kāu kang,10,1158
kāu ōe,10,13597
kă,1,6183
kăng,1,2181
kē,10,1401
kē chhù á,10,5265
kē lō͘,10,1403
kēng,1,3375
kēng cheng,10,8870
kī choa̍t,10,9503
kī jîn,1,13454
kī sîn,1,6807
kīm pô,1,4100
kīm á,10,4181
kīn,100,1124
kīn lâi,1,17857
kīn tāi,10,7546
kńg,2,3492
kō,1,2336
kōaⁿ,110,2344
kōe,1,2206
kō͘,1,1229
kū chhù,10,14643
kū choa̍t,5,9503
kū chêng,1,7155
kū jîn,1,13454
kū lo̍k pō͘,1,3221
kū lī,1,10132
kū nî,10,3284
kū thé,10,7236
kū té,10,9225
kū tóe,1,9225
kū á,1,4190
kūi,1,2357
kūi tâi,10,3986
kūiⁿ,1,3123
kūiⁿ chhī,1,8987
kūn,51,1124
kūn lâi,1,17857
kūn tāi,5,7546
kǹg khîm,1,9245
kǹg thih,1,8488
la ji oh,1,9542
la ji o͘h,1,9542
la jí oh,1,9542
la jí o͘h,10,9542
la jí ò͘,1,9542
la lí oh,1,9542
la lí o͘h,1,9542
lah,1056,84
lah sap,100,1556
lah sap ōe,1,14232
lak,10,2368
lak chhat,10,15416
lak soe,1,2371
lak sui,1,2374
lak ka sang,1,9931
lak tē á,10,2376
lan,11,7398
lang,10,1263
lap,2,2385
lap pah,10,8963
lap sap,1,1556
lat pah,1,8963
lau,1,2388
lau lau,10,8168
la̍h chek,10,3385
la̍h ji̍t,10,3370
la̍k,218,106
la̍k ge̍h,10,10906
la̍k goe̍h,20,10906
la̍k tiám,100,7406
la̍k cha̍p,100,6753
la̍p,11,9964
la̍t,10,4500
la̍t chháu,10,5641
le,113,188
le bóng,1,3401
leh,1425,54
leng,100,167
leng bó,5,9376
leng bú,10,9376
le̍h,1,8705
le̍k liōng,10,7545
le̍k sek,2,5519
le̍k sú,152,919
le̍k sú koan,1,16498
le̍k tê,1,5521
le̍k tāu,10,5520
le̍k tāu phòng,10,5494
li li lak lak,10,7668
li li la̍k la̍k,5,7668
liah,1,9871
liah chhoaⁿ,10,18013
liam,2,6479
liam hiuⁿ,10,6481
liam mi,1,703
liam piⁿ,1,703
lian,10,2426
liang,1,3634
liang á,1,3632
liap chō,1,6477
liap iáⁿ,1,8721
liap lí,1,11109
liauh,2,3170
lia̍h,379,370
lia̍h chò,10,9452
lia̍h chòe,5,9452
lia̍h chún,10,8368
lia̍h hî,10,7637
lia̍h kâu,10,5498
lia̍h lêng,10,1756
lia̍h kông,10,8523
lia̍h pau,10,4499
lia̍p,351,372
lia̍p chek,10,2384
lia̍p chō,1,6477
lia̍t ūi,1,1026
lih,1,10540
lim,500,374
lim chiú,100,6738
lim chúi,100,7161
lim ka pi,10,7166
lim tê,10,11207
lin,60,149
lin bú,1,9376
lin liang,1,9075
lin long,10,3627
liông pōe,1,15586
lio̍h lio̍h á,10,13045
lio̍h á,1,3044
lio̍k im,10,11725
lio̍k iáⁿ,10,12631
lip,1,1075
lit,1,10540
liu,2,3418
liàm,1,6476
liàn,10,2429
liàn tńg,10,2430
liám,1,8735
lián,11,1409
lián chhùi chhiu,10,12923
lián bū,10,1882
lián pó,1,8971
lián á,10,6513
liáng lân,1,9020
liáu,1049,112
liáu kang,10,15237
liáu jiân,10,6400
liáu kái,248,1025
liáu āu,584,373
liâm thi thi,10,6482
liâm mi,100,703
liâm piⁿ,10,703
liâm sî,1,6474
liâm thi,1,4223
liâm tong sî,1,6472
liân bêng,1,3661
liân bín,1,13923
liân ha̍p,10,3656
liân hî,1,9177
liân lo̍k,10,3655
liân ngāu,10,9517
liân oe̍h,1,3658
liân pang,1,8822
liân sio̍k,1,8855
liân siáng,1,11266
liân sióng,1,11266
liân sòa,10,9013
liân só,1,8410
liân sú,1,8930
liân sū,1,8930
liân u̍ih,1,3658
liân á,1,12177
liâng,10,2432
liâng ê,10,4512
liâng léng,10,6320
liâng siān,1,17250
liâng sè,1,4311
liâu khe,10,7176
liâu khoe,5,7176
liâu á,1,8307
liòng,1,3625
lióng,1,2126
lióng kong,10,4083
lióng lân,1,9020
liô,1,2435
liông,10,1264
liông kut,10,8276
liông sim,1,7828
liông siān,1,17250
liông sēng,1,9739
liù,2,6009
liù chhiú,1,16209
liú,11,2436
liú lia̍h,10,4253
liú teng,10,5743
liú á,9,1827
liû bông,1,10417
liû chheⁿ,1,5926
liû e̍k,1,7235
liû ha̍k,10,7450
liû he̍k,1,7235
liû hêng,10,12146
liû hông,1,10891
liû liân,10,4115
liû loân,1,7755
liû lōng,1,6768
liû n̂g,1,10891
liû seng,1,5926
liû thong,10,13954
liû thoân,10,5925
liām,270,1411
liām koa,10,7162
liām thâu,1,14237
liān,1,2427
liān si̍p,1,7884
liān á,10,2428
liāng chêng,5,1100
liāng iak,1,9518
liāng iak á,1,19518
liāu lí,10,6015
liāu siáng,1,6005
liāu sióng,10,6005
liāu soàn,1,9513
liāu sǹg,1,9513
liōng,1,2419
liōng chá,10,2420
liōng chêng,10,1100
liōng iok,10,9518
liōng iok á,1,19518
liōng siōng,1,2421
liōng sēng,1,2421
liū,1,2437
li̍h,1,5728
li̍h sai sai,1,8345
li̍p sè,10,8195
li̍p tiûⁿ,10,7826
lo so,10,2449
loaih,1,3357
loa̍h,12,2451
loa̍h á,10,2456
lok á,10,2459
lop,2,2385
loài,1,3357
loán jio̍k,10,7560
loân bō͘,1,17762
loân chêng,10,7322
loân loân,1,7423
loân ài,10,6451
loāi,1,3357
loān,151,2457
loān chhau chhau,10,2458
loān cheng á,10,8207
loān kóng,1,15424
loān lâi,1,12424
loăi,1,3357
lông pōe,1,15586
lo̍h chhia,10,16212
lo̍h hō͘,133,5275
lo̍h hō͘ thiⁿ,10,5275
lo̍h khì,349,3358
lo̍h lâi,166,3357
lo̍h lâm,10,3372
lo̍h lûi,10,5371
lo̍h nńg,10,13708
lo̍h seh,10,6799
lo̍h thô͘,10,14107
lo̍h âng hō͘,1,19529
lo̍h bé,100,2446
lo̍h bóe,100,2446
lo̍h soe,1,2372
lo̍h âi,1,3357
lo̍k,2,4053
lo̍k im,5,11725
lo̍k iáⁿ,5,12631
lo̍k koan,10,15483
lo̍k ngó͘,2,15934
lo̍k phek,1,2410
lo̍k pian,1,17138
lo̍k pó͘,1,1549
lo̍k thiòng,10,9258
lo̍k tô,1,3478
lo̍k á,1,6413
lo̍p,1,9964
lo͘ lài bah,1,8875
lo͘ lài bà,10,8875
lo͘h,2,570
lu,10,2462
lui,11,5369
lut,1,2467
lu̍t,1,2469
lu̍t hoat,1,9747
lu̍t lē,1,6993
lu̍t su,10,7061
là,1,84
lài tah,1,9392
lài tà,1,9392
làm chhân,1,2380
làng,10,1040
làng phāng,10,12703
làng káng,10,9428
làng liâu,1,10949
làng làng,1,11428
làu,1,1461
làu lâng,1,9531
làu sái,11,1160
làu the,2,13712
làu hong,1,1459
làu kau,10,1460
làu kha á,1,9519
làu khùi,10,1159
làu làu,10,8167
làu si̍t á,1,9181
lám,101,2381
lám nōa,10,2379
lán,2681,59
lán si,1,8512
láng,2,1041
láng siuⁿ,1,3346
láng á,1,3354
láu hio̍h,10,8166
láu pán,1,11244
láu si̍t,10,7467
láu tîn,1,10171
láu á,1,2389
lâ giâ,1,7608
lâ le,1,6001
lâ lun sio,1,8301
lâ lí,1,3895
lâ lûn sio,10,8301
lâ á,10,2363
lâi,9430,3
lâi chē,10,12023
lâi khì,917,4727
lâi kàu,10,4698
lâi lâi khì khì,10,4727
lâi pin,1,9480
lâi sè,1,7390
lâi á,10,2365
lâm,101,702
lâm chú hàn,10,7435
lâm hng,1,16849
lâm lí,1,7123
lâm lú,1,7123
lâm pak,1,12495
lâm pêng,10,6305
lâm pêng iú,100,7134
lâm sek,1,4638
lâm sèng,10,7489
lân,1,10058
lân bián,1,7490
lân kan,1,9014
lân san,10,1262
lâng,9492,7
lâng bīn,10,9403
lâng châi,1,1043
lâng kang,1,8113
lâng kheh,250,1042
lâng miâ,1,5941
lâng sn̂g,1,3756
lâu kōaⁿ,10,13171
lâu phīⁿ,10,15703
lâu phīⁿ chúi,10,15703
lâu ōe,10,15409
lâu kha,100,13761
lâu thui,10,2236
lâu téng,100,13961
lâu á chhù,10,5350
lè,1,190
lè táu,1,8704
lèng,1,3625
lé,2,2391
lé bu̍t,1,8419
lé gî,1,7351
lé mi̍h,1,8419
lé mn̍gh,1,8419
lé māu,10,8877
lé pài,193,365
lé sò͘,10,2373
léng,129,1462
léng chēng,10,13060
léng e̍k,1,15831
léng he̍k,1,15831
léng khì,10,7094
léng lī,10,3365
léng tām,10,5879
léng tō,1,13423
lê chhân,10,2393
lê bóng,1,3401
lê lê,10,9278
lê á,1,5226
lêng géng,5,2395
lêng hûn,10,5021
lêng kak,10,5764
lêng khó,1,3753
lêng khó͘,10,3753
lêng kut,5,8276
lêng kám,1,16875
lêng kéng,1,2395
lêng le̍k,1,7026
lêng tî,1,8960
lêng tī,10,8532
lêng á,2,3216
lì,1,8853
lìn,1,2429
lìn goh,1,6881
lìn go͘h,5,6881
lìn gò,1,6881
lìn gò͘,10,6881
lìn lòng,5,3627
lìn tńg,1,2430
lí hó,100,5539
lí ê,1,24432
lí hêng,5,8883
lí hî,1,3894
lí iû,10,7498
lí kheh,1,16537
lí koán,1,3489
lí kái,10,7233
lí le̍k,1,8740
lí le̍k pió,1,15386
lí le̍k si,1,15734
lí le̍k su,1,15734
lí liām,1,15701
lí lán,1,15342
lí lō͘,1,6002
lí lūn,10,7964
lí lūn siāng,10,7964
lí lūn siōng,10,7964
lí siáng,1,6014
lí sióng,10,6014
lí siā,5,15762
lím,1,8975
lím lím,1,13975
lím lím á,15,13975
lín,1572,113
lín chó͘ má,10,5611
lín pē,11,1588
lín tau,10,13198
lî,3,4123
lî ki,1,7874
lî chu,1,17561
lî hun,1,6804
lî iân,1,1412
lî ko͘,1,9394
lî pa,1,8764
lî su,1,17561
lî á,1,4122
lîm sî,10,7631
lîn bín,1,13923
lò,1,2416
lò siak siak,1,13441
lò sia̍k sia̍k,10,13441
lò cho̍h ji̍t,1,2447
lò kha,10,2418
lò kha á,10,6349
lò lò tn̂g,10,2417
lò āu ji̍t,1,2440
lòe,2,3358
lòm chhân,1,2380
lòng,10,2408
lòng kiû,31,5067
lò͘,1,570
lò͘ chúi,1,9538
ló chhó,10,4308
ló kó,1,5752
ló kó͘,1,5752
ló kó͘ chio̍h,10,15352
lóe,1,2394
lóe chì,1,2411
lóng,3457,51
lóng bô,10,4786
lóng sī,10,4672
lóng chóng,163,2403
lóng kiōng,1,11276
lóng tho̍k,1,12840
ló͘,12,2445
ló͘ bah,1,2443
ló͘ bah pn̄g,10,2444
ló͘ bī,1,2442
ló͘ kó͘,1,5752
ló͘ kó͘ chio̍h,5,15352
ló͘ la̍t,100,1037
ló͘ le̍k,10,3092
lô hoân,10,7190
lô hàn,1,7098
lô hàn kha,10,7099
lô hàn kha á,10,7099
lô kang,10,8686
lô si,1,3584
lô tōng,10,8680
lô tōng chiá,1,12137
lôe,1,9869
lôe chhân,1,2393
lôe lôe,1,9278
lông chhoan,1,5821
lông io̍h,10,8225
lông kun,1,6670
lông sán phín,10,5812
lô͘ châi,1,2412
lô͘ chî,1,9377
lô͘ hoân,1,7190
lô͘ hî,1,3383
lô͘ hē,1,3996
lô͘ hōe,1,3996
lô͘ lē,1,13755
lô͘ môa,10,2448
lô͘ si,5,3584
lô͘ tek á,1,16769
lô͘ tōng,1,8680
lù,10,2463
lùi,1,8126
lú,100,295
lú khah,1,9837
lú hêng,10,8883
lú kheh,10,16537
lú koán,1,3489
lú pêng iú,100,7133
lú siā,10,15762
lú sèng,10,7488
lú sū,10,7912
lúi,10,2401
lún,10,2397
lún kôaⁿ,1,2398
lû,1,4123
lû á,1,4122
lûi tâi,1,13486
lûn hôe,1,8310
lûn liû,1,13560
lûn lí,1,9570
lā,1,2364
lā chi̍h,1,3700
lāi,603,15
lāi bīn,366,359
lāi chāi,1,5836
lāi gōa,1,11764
lāi hio̍h,1,2367
lāi hâng,10,2809
lāi iông,10,5835
lāi khò͘,10,11436
lāi lí,10,7102
lāi pō͘,5,6876
lāi soaⁿ,1,5251
lāi tiong,1,5397
lāi té,320,360
lāi té khò͘,1,11436
lāi té bīn,10,17936
lāi tóe,160,360
lāi tóe khò͘,1,11436
lām,10,1039
lām sám,1,1038
lān,1,520
lān bîn,1,17746
lān chiáu,10,1044
lān hu̍t,10,2383
lān pha,10,1045
lān sîn,10,9475
lāng,1,7311
lāu,373,361
lāu hoan tian,1,2390
lāu khong kiān,10,7375
lāu lâng,10,4883
lāu bó,148,362
lāu bú,296,362
lāu chhang,1,3575
lāu chhang thâu,1,3576
lāu hè á,50,6168
lāu hòe á,100,6168
lāu jia̍t,100,2377
lāu pē,335,363
lāu siat,1,6641
lāu sia̍p,10,6741
lāu su,394,364
lāu tōa lâng,10,5274
lāu á,1,10966
lăi,1,4727
lē,2,190
lē gōa,10,13471
lē hî,1,8711
lēng,10,2422
lēng gōa,252,367
lēng ji̍t,1,2423
lēng kang,100,2424
lēng khó͘,5,3753
lī ki,1,7874
lī chhī,1,7690
lī ek,10,4801
lī hun,1,6804
lī hāi,100,1161
lī iân,10,1412
lī iōng,10,6131
lī khui,523,369
lī lī,1,4770
lī pia̍t,10,4900
lī piān,10,6033
lī sek,10,6141
lī sit,1,6141
līn lōng,1,3627
lō,1,9886
lōa chē,100,2121
lōa chōe,50,2121
lōa kú,10,11871
lōa lōa sô,10,2450
lōa ni̍h,10,2122
lōa nī,10,2122
lōa á,5,3587
lōa á ni̍h,1,3586
lōa á nī,1,3586
lōe chêng,10,6836
lōe chāi,1,5836
lōe iông,10,5835
lōe pō͘,10,6876
lōng chú,10,7211
lōng hùi,1,17142
lōng liú lian,10,2425
lōng tōng,1,15919
lō͘,554,376
lō͘ bé,100,2446
lō͘ bé chhiú,5,12446
lō͘ bóe,100,2446
lō͘ bóe chhiú,10,12446
lō͘ chháu,10,4488
lō͘ chúi,10,9538
lō͘ giō,1,9446
lō͘ hùi,10,9554
lō͘ iâⁿ,1,9243
lō͘ iōng,128,2200
lō͘ kiō,1,9446
lō͘ kèng,1,18271
lō͘ kèⁿ,1,18271
lō͘ lê,10,4409
lō͘ piⁿ,10,19376
lō͘ si,10,3584
lō͘ sòaⁿ,10,7247
lō͘ tâi,1,22902
lō͘ tô͘,1,8002
lō͘ ēng,100,2200
lŏa,1,3587
lŏa ni̍h,1,3586
lŏa nī,1,3586
lūi,3,2464
lūi kó͘,1,8364
lūi hêng,1,5199
lūi sū,1,12463
lūn,147,378
lūn chin,10,7594
lūn chin kóng,10,7594
lūn bûn,10,7478
lūn lí,1,19733
lūn piáⁿ,10,2956
lūn piáⁿ kauh,10,2957
lūn soat,1,9642
lūn tôaⁿ,1,7648
lūn á,1,2466
ma chih,5,9033
ma la li ah,1,9516
ma lá lí ah,1,9516
ma ma,100,2477
ma mah,10,2477
mah,3,3248
mah chih,1,9033
mau,1,8676
me,10,2479
me lóng,10,8584
me ló͘ lih,1,9132
me me,1,8348
me meh,1,8348
me niú,1,8536
me á,1,8351
meh á chhài,1,8583
me̍h,10,4127
mi,1,2479
mi mi mau mau,5,8558
mi mi mauh mauh,10,8558
mi mí mauh mauh,1,8558
mih,1,391
mih á,10,3402
miâ,632,389
miâ pâi,1,10474
miâ siaⁿ,138,5455
miâ sèⁿ,10,13894
miâ sìⁿ,1,13894
miā,238,390
miā ūn,10,7049
miă chài,10,1052
mi̍h,325,392
mi̍h kiāⁿ,244,1587
mi̍h phè,1,5768
mi̍h phòe,1,5768
mi̍h á,1,3402
mng mng á hō͘,1,9227
mn̂g,351,394
mn̂g bâi,1,13625
mn̂g chhòaⁿ,10,3659
mn̂g kha kháu,10,5552
mn̂g kheng,10,4513
mn̂g khian,1,5819
mn̂g kháu,10,5551
mn̂g kháu tiâⁿ,1,4699
mn̂g kńg,1,2481
mn̂g liân,1,3662
mn̂g lêng,10,15654
mn̂g lî,1,13270
mn̂g nî,1,13270
mn̄g,1111,115
mn̄g tiám,1,7841
mn̍gh,163,392
mn̍gh kiāⁿ,122,1587
moa,10,2032
moâi,100,1952
moâi lâng,1,2025
moâi lâng chhùi,1,7867
moâi lâng pô,1,7868
moâi á,1,3740
moāi sài,1,4245
mo̍͘h,1,10056
mo͘,50,1010
mo͘ hui,1,4154
mo͘h,10,2486
mà,1,3248
mà khuh,1,15967
mà khù,1,15967
mà kuh,1,15967
mà kù,1,15967
mà mà háu,10,5612
mà mà khàu,1,5613
mài,656,387
mài khuh,1,8496
mài khù,10,8496
mài kuh,1,8496
mài kù,1,8496
màng gà,1,1561
má chih,10,9033
má lêng chî,1,8679
má lêng chû,1,8679
má mah,377,2477
má má hu hu,10,4278
má se,1,4275
má se má se,10,4274
mái mái chháiⁿ chháiⁿ,1,13101
mâ chhiok,1,9171
mâ hoân,10,4422
mâ nî,1,7101
mâu tún,10,7667
mè sih,1,8675
mè sì,1,8675
mè tah,1,8626
mè tà,1,8626
mè á chhài,1,8583
mé,10,4249
mé chhéⁿ,10,4250
mé lia̍h,10,4251
mé meh,1,8348
mé mé,1,11946
mé á chhài,1,8583
mê,100,388
mê hng,1,1375
mê ji̍t,10,1137
mê kak,10,2483
mê mê kak kak,10,7525
mê nî,10,2480
mê sî,10,1034
mê á,1,8351
mí lih,1,9144
mî,11,388
mî chioh,1,8935
mî chioh phē,6,8936
mî chioh phōe,11,8936
mî hng,1,1375
mî hoe,1,3315
mî kak,1,2483
mî nōa,1,3605
mî phē,5,2482
mî phōe,10,2482
mî sî,1,1034
mî á chài,1,1052
móa,136,2484
móa bīn,10,7584
móa pak,10,7583
móa chiok,1,6325
móa móa sī,1,4226
móa ì,10,3229
móe,10,5266
móe ji̍t,10,5267
mó͘ mih,1,1610
môa,11,2485
môa chhiak,1,9171
môa chhiok,10,9171
môa chî,10,1953
môa láu,10,8701
môa nî,10,7101
môa phiàn,10,4313
môa pò͘,1,6358
môa sat ba̍k,1,2630
môa sat ba̍k á,1,12630
môa á,1,3131
môa íⁿ,1,4363
môe kùi,1,3533
môe kùi hoe,1,13533
môe lâng,5,2025
môe lâng chhùi,10,7867
môe lâng pô,5,7868
môe á,5,3740
mô͘ hui,1,4153
mô͘ sîn á,10,9522
mô͘ tn̂g,1,4305
múi,100,5266
múi ji̍t,153,5267
múi nî,1,7113
mûi kùi,10,3533
mûi kùi hoe,1,13533
mûi lâng,1,2025
mûi lâng chhùi,1,7867
mûi thé,10,4318
mûi á,10,3740
mā,3769,68
mā sī,10,4449
māi,1,1472
mē,100,1955
mē á,1,8351
mī,10,765
mī hún,10,8079
mī pau,1,9337
mī sòaⁿ,10,3272
mī thi,10,4224
mōe sài,10,4245
mō͘ hiám,1,7476
mō͘ to̍k,1,15640
m̂ á,10,3740
m̄,2579,13
m̄ bat,667,873
m̄ bat jī,10,12352
m̄ bián,332,1960
m̄ chai,457,3414
m̄ chai lâng,10,10458
m̄ chai iáⁿ,100,6938
m̄ chiah,500,1959
m̄ chiâⁿ,10,2470
m̄ chún,10,1276
m̄ goān,10,1015
m̄ hó,100,2471
m̄ kam,100,2473
m̄ kam goān,10,2472
m̄ khéng,10,5829
m̄ kiaⁿ,10,4004
m̄ koán,10,2474
m̄ káⁿ,100,3442
m̄ pat,100,873
m̄ pat jī,1,12352
m̄ sī,687,143
m̄ sī sè,1,9108
m̄ ta̍t,100,1232
m̄ thang,547,114
m̄ tio̍h,10,2034
m̄ ti̍h,10,2865
m̄ ti̍hⁿ,5,2865
m̄ ài,1,4628
m̄ hó͘ⁿ,1,2471
m̄ koh,100,186
m̄ kú,184,184
m̄ niā,10,701
m̄ nā,100,701
m̄ tiāⁿ,10,701
m̄ tāⁿ,10,701
na ga sih,1,6819
na gá sih,1,6819
nah,2,396
nah ē,1,4627
nah ū,1,4677
naih,1,8044
neh,16,578
ng,2,3531
ng ng iap iap,10,14261
ngeh,101,1910
nge̍h,10,1911
ngiau,10,5952
ngiauh,10,5954
ngia̍uh,1,5953
ngia̍uh ngia̍uh sô,10,5956
ngia̍uh ngia̍uh,10,5955
ngiáu,5,5954
ngiâ chih,1,11261
ngiāu ngiāu sô,1,5956
ngiāu ngiāu,1,5955
ngoeh,11,1910
ngoe̍h,1,1911
ngá khì,1,7636
ngó͘ ge̍k,1,17667
ngó͘ hî,1,15923
ngó͘ jiân,1,10375
ngó͘ kok,1,6528
ngó͘ siāng,1,13375
ngó͘ siōng,1,13375
ngó͘ sî,1,8451
ngó͘ sî chúi,1,12364
ngó͘ á,1,8458
ngó͘ á hî,10,15923
ngāi gio̍h,1,1903
ngāu hún,1,7595
ngē,10,2405
ngē táu,1,2491
ngī,1,2405
ngō͘ lo̍k,1,1924
ni,66,149
ni bó,1,9376
ni bú,1,9376
niau,110,1540
niau khang,1,6831
niau mo͘,10,7132
niau niau khiat khiat,1,10623
niau á,10,6139
nih,18,149
niá,208,2509
niá chhōa,1,16039
niá poa̍t,1,6851
niáu chhí,10,1541
niáu chhí á,1,6829
niáu chhú,5,1541
niáu chhú á,1,6829
niâ,11,399
niú,1,3291
niú khiok,9,8535
niû chháu,10,8918
niû lé,1,2415
niû lóe,1,2415
niû né,1,2415
niû pē,1,8373
niû á,1,3608
niā,101,399
niā niā,634,399
niā tiāⁿ,100,399
niū,10,3298
nn̄g,1608,49
nn̄g bān,100,6778
nn̄g chheng,20,6777
nn̄g pah,100,6776
nn̄g tiám,100,7402
nn̄g ê,10,14928
nn̄g jîn,10,9072
nn̄g khak,1,13949
nn̄g pe̍h chit,10,9069
no͘h,15,1466
nà,627,396
nà ē,50,4627
nà ū,50,4677
ná,2068,116
ná chhan chhiūⁿ,5,18446
ná chhin chhiūⁿ,10,18446
ná chhiūⁿ,10,1446
ná m̄,1,6271
ná thang,1,6269
ná tio̍h,1,6270
ná ē,100,4627
ná ū,100,4677
ná ū ná bô,1,7454
ná poa̍t,1,6851
náu,1,10172
náu chín tōng,1,8539
